['6000_students/m_students.txt', '6:30', '23:59', '50']
--------CROWDED EDGES--------
722722002 236
721202195 123
721202194 101
152169589 99
152173980 89
721202200 75
43667477 74
167402568 71
152169656 70
680369139 64
43667438 64
167402604 63
418408259 63
152173958 62
880857138 62
680369130 61
153121930 60
152169540 60
448536286 60
151184825 59
151183979 59
151184876 58
152169600 58
152169642 58
152169576 57
153117680 56
314294735 56
418408233 55
721202199 55
680369133 54
237462367 53
151184859 52
151184877 52
152169607 52
726181175 52
137776166 51
726163741 50
152169542 49
152173974 49
151183991 47
726181112 46
151184846 45
205554782 45
314294738 44
153124522 44
153117565 42
151183987 39
151183957 38
151184842 37
151183975 36
--------TIME--------
start: 2021-04-24 20:55:01.582790
end: 2021-04-25 07:06:11.128405
timedelta: 10:11:09.545615
