['12_students/t_students.txt', '7:30', '21:30', '50']
--------CROWDED EDGES--------
722722002 5
152169589 3
721202195 3
167402604 2
151184859 2
152173980 2
151184877 2
151183979 2
237462367 2
152169607 2
721202200 2
721202194 2
151184876 1
153121930 1
152169576 1
152169540 1
773087597 1
152173965 1
418408233 1
680369139 1
153124523 1
151183973 1
151184879 1
151184843 1
151184846 1
151183960 1
151184842 1
151183991 1
680369134 1
151183962 1
162046253 1
680369133 1
151183961 1
152173967 1
153124525 1
17540347 1
152169636 1
152169542 1
17558874 1
151183975 1
152169612 1
167402598 1
152169586 1
614556605 1
594631180 1
151183982 1
151183990 1
162046254 1
680369130 1
151183954 1
--------TIME--------
start: 2021-04-24 20:55:01.496415
end: 2021-04-24 20:59:41.117889
timedelta: 0:04:39.621474
