['60_students/w_students.txt', '7:30', '21:55', '50']
--------CROWDED EDGES--------
722722002 6
152169589 3
721202195 3
721202194 3
418408259 3
143342006 3
152169540 3
721202200 3
152173965 3
418408233 3
151184876 3
153121930 3
152169576 3
151184842 2
17558874 2
151184880 2
152173976 2
152168342 2
152173980 2
680369139 2
151184846 2
680369133 2
152169542 2
167402604 2
152169612 2
167402568 2
43667477 2
152173958 2
152169656 2
43667438 2
680369130 2
137776166 2
151183991 2
151183990 2
152169541 2
151183982 2
151184832 2
152169635 2
726181174 2
593823824 2
354395674 2
720982704 2
713728328 2
167402566 2
152168351 2
152168340 1
153117735 1
152168312 1
152168339 1
167402567 1
--------TIME--------
start: 2021-04-24 20:55:01.749751
end: 2021-04-24 21:13:14.461787
timedelta: 0:18:12.712036
