['600_students/m_students.txt', '6:30', '23:59', '50']
--------CROWDED EDGES--------
722722002 28
721202194 16
152173980 15
721202195 15
152169589 13
680369133 11
721202200 11
880857138 11
167402604 10
151184859 10
152173958 10
152169656 10
153117680 10
314294735 10
151184825 9
237462367 9
151184877 9
418408259 9
152169607 9
314294738 8
680369130 8
151183979 8
721202199 8
137776166 8
151184870 7
680369139 7
151183954 7
151184846 7
152169542 7
151184852 7
137776158 7
43667493 7
167402568 7
773087599 7
680369128 7
720982704 7
418408233 6
151184876 6
152169540 6
153121930 6
152169576 6
17540347 6
153117641 6
43667438 6
43667477 6
151183987 6
152169537 6
152173974 6
726181175 6
726181106 6
--------TIME--------
start: 2021-04-24 20:55:01.664696
end: 2021-04-24 23:05:04.910017
timedelta: 2:10:03.245321
