['600_students/w_students.txt', '6:30', '23:59', '50']
--------CROWDED EDGES--------
722722002 26
152173980 17
721202194 16
152169589 13
721202195 13
167402604 12
721202200 11
680369130 10
151184859 10
152173958 10
880857138 10
680369139 9
151184825 9
151184877 9
151183979 9
237462367 9
152169607 9
152169656 9
721202199 9
152169542 8
418408259 8
167402568 8
137776166 8
314294738 7
151184870 7
151183954 7
680369133 7
151184852 7
43667493 7
137776158 7
43667477 7
726181112 7
720982704 7
773087597 6
418408233 6
151184876 6
152169540 6
153121930 6
152169576 6
17540347 6
726181175 6
726181106 6
726163741 6
152168312 5
151184842 5
151184875 5
151183975 5
151184846 5
774535540 5
153124522 5
--------TIME--------
start: 2021-04-24 20:55:01.415332
end: 2021-04-24 23:02:41.917768
timedelta: 2:07:40.502436
