['600_students/f_students.txt', '6:30', '23:59', '50']
--------CROWDED EDGES--------
722722002 27
152169589 15
721202195 15
152173980 13
721202194 12
167402604 11
721202200 10
880857138 10
151183957 10
152169542 9
151184859 8
167402568 8
151184877 7
151183979 7
237462367 7
152169607 7
151183991 7
151184825 6
314294738 6
680369130 6
418408259 6
17540347 6
726163741 6
721202199 6
151183954 5
680369133 5
151184846 5
418408233 5
151183990 5
680369131 5
43667477 5
151183959 5
153117641 5
167402586 5
167402569 5
43667438 5
151183987 5
726181183 5
152169537 5
726181106 5
152168330 5
152173976 5
153121922 5
167402605 5
137776163 5
726181104 5
726181107 5
43667493 4
680369139 4
151184842 4
--------TIME--------
start: 2021-04-24 20:55:01.526198
end: 2021-04-24 21:57:16.110359
timedelta: 1:02:14.584161
