,When
5341,M W - 2:20P - 3:35P
5342,M W - 2:20P - 3:35P
5343,M W - 12:45P - 2:00P
5344,M W - 2:20P - 3:35P
5345,TBA
5346,TBA
5347,T R - 9:35A - 10:50A
5348,M - 5:30P - 8:00P
5349,T R - 11:10A - 12:25P
5350,R - 3:55P - 5:55P
5351,R - 12:45P - 3:30P
5352,T R - 12:45P - 2:00P
5353,TBA
5354,TBA
5355,TBA
5356,U - 7:00P - 9:00P
5357,TBA
5358,M W - 2:20P - 3:35P
5359,T R - 2:20P - 3:35P
5360,T R - 12:45P - 2:00P
5361,T R - 9:35A - 10:50A
5362,T R - 2:20P - 3:35P
5363,T R - 9:35A - 10:50A
5364,M W - 12:45P - 2:00P
5365,M W - 12:45P - 2:00P
5366,M W - 9:35A - 10:50A
5367,T R - 2:20P - 3:35P
5368,M W - 3:55P - 5:10P
5369,M W - 3:55P - 5:10P
5370,M W - 3:55P - 5:10P
5371,(01) M - 12:45P - 2:00P(11) W - 12:45P - 2:00P
5372,T - 5:30P - 7:30P
5373,TBA
5374,TBA
5375,TBA
5376,TBA
5377,TBA
5378,TBA
5379,TBA
5380,TBA
5381,TBA
5382,TBA
5383,TBA
5384,TBA
5385,TBA
5386,TBA
5387,TBA
5388,TBA
5389,TBA
5390,TBA
5391,TBA
5392,TBA
5393,TBA
5394,TBA
5395,TBA
5396,TBA
5397,TBA
5398,TBA
5399,TBA
5400,TBA
5401,TBA
5402,TBA
5403,TBA
5404,TBA
5405,TBA
5406,TBA
5407,TBA
5408,TBA
5409,TBA
5410,TBA
5411,TBA
5412,TBA
5413,TBA
5414,TBA
5415,TBA
5416,M W - 2:20P - 3:35P
5417,T R - 12:30P - 2:00P
5418,T R - 9:35A - 10:50A
5419,T R - 2:20P - 3:35P
5420,T R - 11:10A - 12:25P
5421,M W - 9:35A - 10:50A
5422,T R - 2:20P - 3:35P
5423,M W - 11:10A - 12:25P
5424,T R - 12:45P - 2:00P
5425,M W - 2:20P - 3:35P
5426,T - 5:30P - 7:30P
5427,T R - 8:00A - 9:15A
5428,M W - 9:35A - 10:50A
5429,T R - 9:35A - 10:50A
5430,M W - 9:35A - 10:50A
5431,T R - 2:20P - 3:35P
5432,M W - 2:20P - 3:35P
5433,T R - 11:10A - 12:25P
5434,M W - 2:20P - 3:35P
5435,T R - 9:35A - 10:50A
5436,T R - 9:35A - 10:50A
5437,T R - 12:45P - 2:00P
5438,T R - 12:45P - 2:00P
5439,M W - 11:10A - 12:25P
5440,M W - 11:10A - 12:25P
5441,M W - 11:10A - 12:25P
5442,M W - 9:35A - 10:50A
5443,M W - 9:35A - 10:50A
5444,M W - 12:45P - 2:00P
5445,M W - 12:45P - 2:00P
5446,M W - 12:45P - 2:00P
5447,M W - 12:45P - 2:00P
5448,M W - 12:45P - 2:00P
5449,T R - 9:35A - 10:50A
5450,T R - 9:35A - 10:50A
5451,T R - 9:35A - 10:50A
5452,T R - 9:35A - 10:50A
5453,T R - 11:10A - 12:25P
5454,T R - 12:45P - 2:00P
5455,M - 6:00P - 8:00P
5456,T - 5:40P - 7:40P
5457,M W - 2:20P - 3:35P
5458,M W - 2:20P - 3:35P
5459,M W - 2:20P - 3:35P
5460,T R - 11:10A - 12:25P
5461,T R - 9:35A - 12:20P
5462,T R - 12:45P - 2:00P
5463,T R - 3:55P - 5:10P
5464,T R - 2:20P - 3:35P
5465,M W - 2:20P - 3:35P
5466,M W - 12:45P - 2:00P
5467,M W - 12:45P - 2:00P
5468,M W - 12:45P - 2:00P
5469,R - 12:45P - 3:30P
5470,T R - 2:20P - 3:35P
5471,T R - 2:20P - 3:35P
5472,T R - 11:10A - 12:25P
5473,T R - 11:10A - 12:25P
5474,T R - 11:10A - 12:25P
5475,T R - 9:35A - 10:50A
5476,T R - 11:10A - 12:25P
5477,T R - 11:10A - 12:25P
5478,T R - 11:10A - 12:25P
5479,(01) M - 11:10A - 1:55P(11) W - 11:10A - 1:55P
5480,T R - 12:45P - 2:00P
5481,TBA
5482,W - 2:20P - 5:05P
5483,M W - 11:10A - 12:25P
5484,T R - 3:55P - 5:10P
5485,T R - 3:55P - 5:10P
5486,M W - 11:10A - 12:25P
5487,R - 12:45P - 3:30P
5488,M W - 12:45P - 2:00P
5489,M W - 9:35A - 10:50A
5490,M W - 9:35A - 10:50A
5491,T R - 2:20P - 3:35P
5492,T R - 11:10A - 12:25P
5493,TBA
5494,TBA
5495,TBA
5496,TBA
5497,TBA
5498,TBA
5499,TBA
5500,TBA
5501,TBA
5502,TBA
5503,TBA
5504,TBA
5505,TBA
5506,TBA
5507,TBA
5508,TBA
5509,TBA
5510,TBA
5511,TBA
5512,TBA
5513,TBA
5514,TBA
5515,TBA
5516,TBA
5517,TBA
5518,TBA
5519,TBA
5520,TBA
5521,TBA
5522,TBA
5523,TBA
5524,TBA
5525,TBA
5526,TBA
5527,TBA
5528,TBA
5529,TBA
5530,TBA
5531,TBA
5532,TBA
5533,TBA
5534,TBA
5535,TBA
5536,TBA
5537,TBA
5538,TBA
5539,TBA
5540,TBA
5541,TBA
5542,TBA
5543,TBA
5544,TBA
5545,TBA
5546,TBA
5547,TBA
5548,TBA
5549,TBA
5550,TBA
5551,TBA
5552,TBA
5553,TBA
5554,TBA
5555,TBA
5556,TBA
5557,TBA
5558,TBA
5559,TBA
5560,TBA
5561,TBA
5562,TBA
5563,TBA
5564,TBA
5565,TBA
5566,TBA
5567,M W - 12:45P - 2:00P
5568,W - 2:20P - 5:05P
5569,W - 3:55P - 6:40P
5570,M W - 11:10A - 12:25P
5571,T R - 3:55P - 5:10P
5572,M W - 11:10A - 12:25P
5573,R - 12:45P - 3:30P
5574,M W - 9:35A - 10:50A
5575,T R - 11:10A - 12:25P
5576,T R - 2:20P - 3:35P
5577,T - 12:45P - 3:30P
5578,TBA
5579,TBA
5580,TBA
5581,TBA
5582,TBA
5583,TBA
5584,TBA
5585,TBA
5586,TBA
5587,TBA
5588,TBA
5589,TBA
5590,TBA
5591,TBA
5592,TBA
5593,TBA
5594,TBA
5595,TBA
5596,TBA
5597,TBA
5598,TBA
5599,TBA
5600,TBA
5601,TBA
5602,TBA
5603,TBA
5604,TBA
5605,TBA
5606,TBA
5607,TBA
5608,TBA
5609,TBA
5610,TBA
5611,M W - 3:55P - 4:55P
5612,(01) T - 9:35A - 10:50A(11) R - 2:40P - 3:55P
5613,T R - 9:35A - 10:50A
5614,T R - 12:45P - 2:00P
5615,T R - 9:35A - 10:50A
5616,T R - 12:45P - 2:00P
5617,T R - 11:10A - 12:25P
5618,M W - 2:20P - 3:35P
5619,T R - 3:55P - 5:10P
5620,M W F - 1:00P - 2:30P
5621,M W F - 1:00P - 2:30P
5622,T R - 11:10A - 12:25P
5623,M W - 2:20P - 3:35P
5624,M W - 2:20P - 3:35P
5625,F - 6:00P - 7:00P
5626,F - 6:00P - 7:00P
5627,R - 6:00P - 7:00P
5628,TBA
5629,(01) M W - 2:30P - 3:20P(11) R - 2:20P - 5:20P
5630,(01) M W - 2:30P - 3:20P(11) R - 2:20P - 5:20P
5631,M W - 8:55A - 10:10A
5632,M W F - 10:25A - 11:15A
5633,R - 8:30A - 9:20A
5634,R - 8:30A - 9:20A
5635,M W - 8:55A - 10:10A
5636,M W - 8:55A - 10:10A
5637,T R - 2:20P - 3:35P
5638,T R - 2:20P - 3:35P
5639,M T W R F - 2:00P - 3:30P
5640,M W F - 10:25A - 11:15A
5641,R - 3:55P - 5:10P
5642,TBA
5643,TBA
5644,TBA
5645,TBA
5646,TBA
5647,TBA
5648,TBA
5649,TBA
5650,M W - 5:15P - 6:30P
5651,T R - 11:10A - 12:25P
5652,T R - 11:10A - 12:25P
5653,T R - 9:35A - 10:50A
5654,T R - 9:35A - 10:50A
5655,T R - 2:20P - 3:35P
5656,M W F - 12:00P - 1:15P
5657,M W - 2:20P - 3:35P
5658,M W - 2:20P - 3:35P
5659,M F - 8:00A - 8:50A
5660,T R - 9:35A - 10:50A
5661,T R - 11:10A - 12:25P
5662,T R - 12:45P - 2:00P
5663,T R - 12:45P - 2:00P
5664,T R - 5:00P - 6:15P
5665,M W F - 9:10A - 10:00A
5666,T - 2:20P - 4:30P
5667,R - 11:10A - 1:10P
5668,R - 1:30P - 3:30P
5669,T - 2:20P - 4:30P
5670,M W - 2:20P - 3:35P
5671,T - 11:00A - 12:00P
5672,R - 3:55P - 5:10P
5673,(01) U - 2:00P - 3:00P(11) M - 6:00P - 7:00P
5674,TBA
5675,M W F - 2:20P - 3:35P
5676,M W F - 2:20P - 3:35P
5677,M W - 2:20P - 3:35P
5678,T R - 11:10A - 12:25P
5679,T R - 11:10A - 12:25P
5680,M W - 9:35A - 10:50A
5681,M W - 3:55P - 5:10P
5682,M W - 11:10A - 12:25P
5683,M W - 12:45P - 2:00P
5684,M W - 12:45P - 2:00P
5685,M W - 3:55P - 5:10P
5686,M W - 3:55P - 5:10P
5687,(01) T - 8:00A - 9:15A(11) F - 12:45P - 2:00P
5688,TBA
5689,T - 12:45P - 1:45P
5690,T - 2:20P - 3:20P
5691,T - 2:20P - 3:20P
5692,R - 12:45P - 1:45P
5693,T - 3:55P - 4:55P
5694,R - 2:20P - 3:20P
5695,R - 3:55P - 5:10P
5696,TBA
5697,TBA
5698,TBA
5699,TBA
5700,(01) U - 2:00P - 3:00P(11) M - 6:00P - 7:00P
5701,TBA
5702,TBA
5703,TBA
5704,TBA
5705,TBA
5706,TBA
5707,TBA
5708,TBA
5709,TBA
5710,TBA
5711,TBA
5712,TBA
5713,TBA
5714,TBA
5715,TBA
5716,TBA
5717,TBA
5718,TBA
5719,TBA
5720,TBA
5721,TBA
5722,TBA
5723,TBA
5724,TBA
5725,TBA
5726,TBA
5727,TBA
5728,TBA
5729,TBA
5730,TBA
5731,TBA
5732,TBA
5733,TBA
5734,TBA
5735,TBA
5736,TBA
5737,TBA
5738,TBA
5739,TBA
5740,TBA
5741,TBA
5742,TBA
5743,TBA
5744,TBA
5745,TBA
5746,TBA
5747,TBA
5748,TBA
5749,T R - 9:35A - 10:50A
5750,T R - 9:35A - 10:50A
5751,M W F - 9:10A - 10:00A
5752,T R - 5:30P - 6:45P
5753,T R - 11:10A - 12:25P
5754,M W - 2:20P - 3:35P
5755,T R - 9:35A - 10:50A
5756,M W - 2:20P - 3:35P
5757,T - 3:30P - 6:00P
5758,M - 3:55P - 6:25P
5759,M W - 9:35A - 10:50A
5760,M W - 3:55P - 5:10P
5761,M W - 9:35A - 10:50A
5762,T R - 12:45P - 2:00P
5763,M W - 11:10A - 12:25P
5764,F - 2:30P - 3:20P
5765,T - 11:00A - 12:00P
5766,TBA
5767,TBA
5768,TBA
5769,TBA
5770,TBA
5771,TBA
5772,TBA
5773,TBA
5774,TBA
5775,TBA
5776,TBA
5777,TBA
5778,TBA
5779,TBA
5780,TBA
5781,TBA
5782,M - 3:00P - 5:30P
5783,TBA
5784,TBA
5785,M W - 12:45P - 2:00P
5786,TBA
5787,T R - 11:10A - 12:25P
5788,T R - 12:45P - 2:00P
5789,M W - 12:45P - 2:00P
5790,M W - 2:20P - 3:35P
5791,M W - 11:10A - 12:25P
5792,M W - 8:00A - 9:15A
5793,M W - 9:35A - 10:50A
5794,M W - 11:10A - 12:25P
5795,M W - 9:35A - 10:50A
5796,M W - 11:10A - 12:25P
5797,T R - 12:45P - 2:00P
5798,T R - 2:20P - 3:35P
5799,M W - 9:35A - 10:50A
5800,T R - 5:30P - 6:45P
5801,T R - 12:45P - 2:00P
5802,T R - 2:20P - 3:35P
5803,T R - 3:55P - 5:10P
5804,M W - 9:35A - 10:50A
5805,M W - 12:45P - 2:00P
5806,M W - 2:20P - 3:35P
5807,T R - 9:35A - 10:50A
5808,T R - 11:10A - 12:25P
5809,T R - 12:45P - 2:00P
5810,T R - 2:20P - 3:35P
5811,T R - 3:55P - 5:10P
5812,M W F - 1:00P - 1:50P
5813,M W F - 9:10A - 10:00A
5814,M W F - 9:10A - 10:00A
5815,M W F - 11:40A - 12:30P
5816,TBA
5817,M W - 12:45P - 2:00P
5818,T R - 9:35A - 10:50A
5819,T R - 9:35A - 10:50A
5820,T - 5:40P - 6:40P
5821,M W - 9:35A - 10:50A
5822,M W - 11:10A - 12:25P
5823,T R - 2:20P - 3:35P
5824,M W - 11:10A - 12:25P
5825,T R - 2:20P - 3:35P
5826,M W - 11:10A - 12:25P
5827,T R - 3:55P - 5:10P
5828,TBA
5829,TBA
5830,T R - 12:45P - 2:00P
5831,M W - 9:35A - 10:50A
5832,T R - 3:55P - 5:10P
5833,T R - 12:45P - 2:00P
5834,T R - 11:10A - 12:25P
5835,T R - 12:45P - 2:00P
5836,(01) T - 9:35A - 12:20P(11) R - 9:35A - 12:20P
5837,(01) M - 11:10A - 1:55P(11) W - 11:10A - 1:55P
5838,T R - 11:10A - 12:25P
5839,M W - 2:20P - 3:35P
5840,T R - 11:10A - 12:25P
5841,F - 11:40A - 12:30P
5842,M - 6:00P - 8:00P
5843,T - 5:40P - 7:40P
5844,T R - 5:30P - 6:45P
5845,M W R - 10:00A - 12:00P
5846,M W R - 1:00P - 3:00P
5847,M W R - 4:00P - 6:00P
5848,M W - 3:55P - 5:10P
5849,T R - 5:30P - 6:45P
5850,R - 3:55P - 5:10P
5851,T R - 10:00A - 11:45A
5852,(01) T - 9:35A - 12:20P(11) R - 9:35A - 12:20P
5853,T R - 9:35A - 12:20P
5854,M W - 12:45P - 2:00P
5855,T R - 11:10A - 12:25P
5856,T R - 2:20P - 3:35P
5857,(01) T - 3:55P - 6:45P(11) R - 3:55P - 6:45P
5858,M W - 9:35A - 10:50A
5859,M W - 3:55P - 5:10P
5860,M W F - 2:30P - 3:20P
5861,M W - 2:20P - 3:35P
5862,M W - 2:20P - 3:35P
5863,(01) M - 2:20P - 5:05P(11) W - 2:20P - 5:05P
5864,(01) M - 11:10A - 1:55P(11) W - 11:10A - 1:55P
5865,T R - 9:35A - 10:50A
5866,T R - 3:55P - 5:10P
5867,(01) T - 9:35A - 12:20P(11) R - 9:35A - 12:20P
5868,(01) M - 10:25A - 12:20P(11) W F - 10:25A - 12:20P
5869,(01) M - 2:20P - 5:05P(11) W - 2:20P - 5:05P
5870,(01) T - 12:45P - 3:30P(11) R - 12:45P - 3:30P
5871,TBA
5872,TBA
5873,TBA
5874,(01) T - 12:45P - 3:30P(11) R - 12:45P - 3:30P
5875,T R - 12:45P - 2:00P
5876,M W - 12:45P - 2:00P
5877,M W - 12:45P - 2:00P
5878,M W F - 2:30P - 3:20P
5879,T R - 3:55P - 5:10P
5880,M W - 11:10A - 12:25P
5881,M W - 12:45P - 2:00P
5882,T R - 2:20P - 3:35P
5883,T R - 11:10A - 12:25P
5884,T R - 11:10A - 12:25P
5885,T R - 11:10A - 12:25P
5886,TBA
5887,(01) M - 6:00P - 10:00P(11) W - 6:00P - 10:00P
5888,(01) M - 6:00P - 10:00P(11) W - 6:00P - 10:00P
5889,M - 7:00P - 8:30P
5890,M T W R F - 5:40P - 6:40P
5891,M - 7:30P - 9:00P
5892,W - 7:30P - 9:00P
5893,TBA
5894,T - 7:30P - 8:30P
5895,R - 5:15P - 6:00P
5896,TBA
5897,T - 5:15P - 6:00P
5898,W - 5:15P - 6:00P
5899,M - 5:15P - 6:00P
5900,TBA
5901,T - 7:30P - 10:00P
5902,R - 8:00P - 10:00P
5903,TBA
5904,TBA
5905,TBA
5906,TBA
5907,TBA
5908,M W - 11:10A - 12:25P
5909,TBA
5910,TBA
5911,TBA
5912,TBA
5913,TBA
5914,TBA
5915,TBA
5916,TBA
5917,TBA
5918,TBA
5919,TBA
5920,TBA
5921,TBA
5922,TBA
5923,TBA
5924,TBA
5925,TBA
5926,TBA
5927,TBA
5928,W - 4:00P - 5:00P
5929,W - 4:00P - 5:00P
5930,W - 4:00P - 5:00P
5931,W - 4:00P - 5:00P
5932,TBA
5933,TBA
5934,M W - 11:10A - 12:25P
5935,T R - 3:55P - 5:10P
5936,M W - 11:40A - 12:30P
5937,T R - 2:30P - 3:20P
5938,T R - 9:35A - 10:50A
5939,(01) M W F - 1:00P - 3:30P(11) T R - 1:00P - 1:45P
5940,T R - 3:00P - 5:00P
5941,T R - 2:20P - 3:35P
5942,TBA
5943,TBA
5944,TBA
5945,TBA
5946,TBA
5947,TBA
5948,TBA
5949,TBA
5950,TBA
5951,TBA
5952,TBA
5953,TBA
5954,TBA
5955,TBA
5956,TBA
5957,TBA
5958,TBA
5959,TBA
5960,TBA
5961,TBA
5962,TBA
5963,TBA
5964,TBA
5965,TBA
5966,TBA
5967,TBA
5968,W - 4:00P - 5:00P
5969,W - 4:00P - 5:00P
5970,W - 4:00P - 5:00P
5971,W - 4:00P - 5:00P
5972,TBA
5973,TBA
5974,TBA
5975,TBA
5976,TBA
5977,W - 4:00P - 5:00P
5978,W - 4:00P - 5:00P
5979,W - 4:00P - 5:00P
5980,TBA
5981,TBA
5982,T R - 11:10A - 12:25P
5983,TBA
5984,T R - 7:00P - 9:00P
5985,TBA
5986,T - 7:00P - 9:00P
5987,TBA
5988,TBA
5989,TBA
5990,TBA
5991,TBA
5992,TBA
5993,TBA
5994,TBA
5995,TBA
5996,TBA
5997,TBA
5998,TBA
5999,TBA
6000,TBA
6001,TBA
6002,TBA
6003,TBA
6004,TBA
6005,TBA
6006,TBA
6007,W - 4:00P - 5:00P
6008,W - 4:00P - 5:00P
6009,W - 4:00P - 5:00P
6010,W - 4:00P - 5:00P
6011,TBA
6012,TBA
6013,TBA
6014,TBA
6015,TBA
6016,TBA
6017,TBA
6018,TBA
6019,M W - 9:35A - 10:50A
6020,TBA
6021,W - 1:00P - 1:50P
6022,W - 1:00P - 1:50P
6023,M - 1:00P - 1:50P
6024,TBA
6025,TBA
6026,TBA
6027,TBA
6028,TBA
6029,TBA
6030,TBA
6031,TBA
6032,TBA
6033,TBA
6034,TBA
6035,TBA
6036,TBA
6037,TBA
6038,TBA
6039,TBA
6040,TBA
6041,TBA
6042,TBA
6043,W - 4:00P - 5:00P
6044,W - 4:00P - 5:00P
6045,W - 4:00P - 5:00P
6046,W - 4:00P - 5:00P
6047,TBA
6048,TBA
6049,M W - 11:10A - 12:25P
6050,TBA
6051,TBA
6052,TBA
6053,TBA
6054,TBA
6055,TBA
6056,TBA
6057,TBA
6058,TBA
6059,TBA
6060,TBA
6061,TBA
6062,TBA
6063,TBA
6064,TBA
6065,TBA
6066,TBA
6067,TBA
6068,TBA
6069,W - 4:00P - 5:00P
6070,W - 4:00P - 5:00P
6071,W - 4:00P - 5:00P
6072,W - 4:00P - 5:00P
6073,TBA
6074,T R - 3:55P - 5:10P
6075,M - 7:30P - 9:00P
6076,W - 7:30P - 9:00P
6077,T - 7:30P - 8:30P
6078,T - 5:15P - 6:00P
6079,W - 5:15P - 6:00P
6080,R - 5:15P - 6:00P
6081,M - 5:15P - 6:00P
6082,TBA
6083,TBA
6084,T - 7:30P - 10:00P
6085,TBA
6086,TBA
6087,TBA
6088,TBA
6089,TBA
6090,TBA
6091,TBA
6092,TBA
6093,TBA
6094,TBA
6095,TBA
6096,TBA
6097,TBA
6098,TBA
6099,TBA
6100,TBA
6101,TBA
6102,TBA
6103,TBA
6104,W - 4:00P - 5:00P
6105,W - 4:00P - 5:00P
6106,W - 4:00P - 5:00P
6107,W - 4:00P - 5:00P
6108,TBA
6109,TBA
6110,TBA
6111,TBA
6112,TBA
6113,TBA
6114,TBA
6115,TBA
6116,TBA
6117,TBA
6118,TBA
6119,TBA
6120,TBA
6121,TBA
6122,TBA
6123,T R - 12:45P - 2:00P
6124,T R - 3:55P - 5:10P
6125,R - 5:40P - 6:40P
6126,M W - 3:55P - 5:10P
6127,TBA
6128,R - 7:00P - 9:00P
6129,TBA
6130,TBA
6131,TBA
6132,TBA
6133,TBA
6134,M W - 9:35A - 10:50A
6135,M W - 12:45P - 2:00P
6136,M W - 2:20P - 3:35P
6137,T R - 9:35A - 10:50A
6138,T R - 11:10A - 12:25P
6139,T R - 12:45P - 2:00P
6140,T R - 2:20P - 3:35P
6141,T R - 3:55P - 5:10P
6142,M W - 12:45P - 2:00P
6143,M W - 2:20P - 3:35P
6144,M W - 11:10A - 12:25P
6145,T R - 11:10A - 12:25P
6146,M W - 8:00A - 9:15A
6147,M W - 12:45P - 2:00P
6148,T R - 9:35A - 10:50A
6149,T R - 11:10A - 12:25P
6150,M W - 9:35A - 10:50A
6151,M W - 3:55P - 5:10P
6152,M - 9:10A - 10:40A
6153,TBA
6154,M W - 2:20P - 3:35P
6155,T R - 9:35A - 10:50A
6156,T R - 2:20P - 4:15P
6157,T R - 5:30P - 6:45P
6158,T R - 11:10A - 12:25P
6159,W - 12:45P - 2:00P
6160,M - 1:00P - 3:00P
6161,M W - 11:10A - 12:25P
6162,F - 10:25A - 11:55A
6163,M - 9:10A - 10:40A
6164,TBA
6165,TBA
6166,W - 9:30A - 10:45A
6167,TBA
6168,U M T W R F S - 8:00A - 5:00P
6169,F - 8:30A - 1:30P
6170,T R - 11:10A - 12:00P
6171,T R - 2:30P - 3:20P
6172,T W R - 1:00P - 3:00P
6173,T W R - 1:00P - 3:00P
6174,T W R - 1:00P - 3:00P
6175,T W R - 1:00P - 3:00P
6176,T W R - 12:00P - 1:15P
6177,T R - 9:35A - 10:50A
6178,T R - 12:45P - 2:00P
6179,T R - 7:00A - 8:15A
6180,M W - 3:55P - 5:10P
6181,T R - 9:35A - 10:50A
6182,T R - 12:45P - 2:00P
6183,W - 5:40P - 7:40P
6184,T R - 11:10A - 12:25P
6185,T R - 2:20P - 3:35P
6186,T R - 2:20P - 3:35P
6187,T R - 2:20P - 3:35P
6188,T R - 11:10A - 12:25P
6189,T R - 11:10A - 12:25P
6190,M W - 11:10A - 12:25P
6191,M W - 11:10A - 12:25P
6192,M W - 11:10A - 12:25P
6193,TBA
6194,T R - 5:30P - 6:45P
6195,T R - 5:30P - 6:45P
6196,M W - 2:20P - 3:35P
6197,M W - 2:20P - 3:35P
6198,M W - 9:35A - 10:50A
6199,M W - 9:35A - 10:50A
6200,T R - 2:20P - 3:35P
6201,T R - 2:20P - 3:35P
6202,T - 3:55P - 6:45P
6203,T - 3:55P - 6:45P
6204,M W - 2:30P - 3:20P
6205,M W - 2:30P - 3:20P
6206,M W - 2:30P - 3:20P
6207,T R - 11:10A - 12:25P
6208,T R - 11:10A - 12:25P
6209,T R - 12:45P - 2:00P
6210,T R - 12:45P - 2:00P
6211,T R - 12:45P - 2:00P
6212,T R - 12:45P - 2:00P
6213,R - 3:55P - 6:45P
6214,R - 3:55P - 6:45P
6215,T R - 11:10A - 12:25P
6216,M W - 9:35A - 10:50A
6217,M W - 9:35A - 10:50A
6218,M W - 9:35A - 10:50A
6219,M W - 9:35A - 10:50A
6220,M W - 2:20P - 3:35P
6221,M W - 2:20P - 3:35P
6222,T R - 2:20P - 3:35P
6223,T R - 2:20P - 3:35P
6224,T R - 9:35A - 10:50A
6225,T R - 9:35A - 10:50A
6226,M W - 11:10A - 12:25P
6227,M W - 11:10A - 12:25P
6228,M W - 12:45P - 2:00P
6229,M W - 11:10A - 12:25P
6230,T R - 5:30P - 6:45P
6231,M W - 9:35A - 10:50A
6232,T R - 2:20P - 3:35P
6233,M W - 2:20P - 3:35P
6234,T R - 11:10A - 12:25P
6235,T R - 9:35A - 10:50A
6236,T R - 2:20P - 3:35P
6237,M W - 10:25A - 11:15A
6238,T R - 12:45P - 2:00P
6239,T R - 9:35A - 10:50A
6240,T R - 12:45P - 2:00P
6241,M W - 11:10A - 12:25P
6242,M W - 8:00A - 9:15A
6243,M W - 9:10A - 10:00A
6244,T R - 12:45P - 2:00P
6245,T R - 7:05P - 8:20P
6246,T R - 2:20P - 3:35P
6247,M W - 11:10A - 12:25P
6248,T R - 12:45P - 2:00P
6249,T R - 12:45P - 2:00P
6250,T R - 9:35A - 10:50A
6251,TBA
6252,F - 2:30P - 3:20P
6253,F - 2:30P - 3:20P
6254,F - 1:00P - 1:50P
6255,F - 1:00P - 1:50P
6256,T R - 9:35A - 10:50A
6257,M W - 2:20P - 3:35P
6258,M W - 12:45P - 2:00P
6259,TBA
6260,TBA
6261,TBA
6262,TBA
6263,TBA
6264,TBA
6265,TBA
6266,TBA
6267,TBA
6268,TBA
6269,TBA
6270,TBA
6271,TBA
6272,TBA
6273,M W - 9:35A - 10:50A
6274,M T W R - 1:00P - 3:30P
6275,(01) R - 5:40P - 7:30P(11) R - 5:40P - 7:30P(21) R - 5:40P - 7:30P(31) R - 5:40P - 7:30P(41) R - 5:40P - 7:30P
6276,R - 5:30P - 8:00P
6277,T R - 11:10A - 12:25P
6278,T R - 2:20P - 3:35P
6279,(01) W - 11:40A - 12:30P(11) TBA(21) TBA(31) TBA(41) TBA(51) TBA(61) TBA(71) TBA
6280,TBA
6281,TBA
6282,TBA
6283,TBA
6284,T R - 3:55P - 5:10P
6285,T R - 2:20P - 3:35P
6286,TBA
6287,TBA
6288,TBA
6289,T R - 2:20P - 3:35P
6290,T R - 3:55P - 5:10P
6291,T R - 9:35A - 10:50A
6292,M W - 11:40A - 12:30P
6293,M W - 11:40A - 12:30P
6294,M W - 11:40A - 12:30P
6295,M W - 11:40A - 12:30P
6296,T R - 2:20P - 3:35P
6297,F - 11:40A - 12:30P
6298,F - 11:40A - 12:30P
6299,F - 11:40A - 12:30P
6300,F - 11:40A - 12:30P
6301,F - 11:40A - 12:30P
6302,M W - 2:20P - 3:35P
6303,M W - 2:20P - 3:35P
6304,M W F - 11:40A - 12:30P
6305,M W F - 11:40A - 12:30P
6306,T R - 2:20P - 3:35P
6307,T R - 2:20P - 3:35P
6308,T R - 11:10A - 12:25P
6309,T R - 12:45P - 2:00P
6310,T R - 11:10A - 12:25P
6311,M W - 3:55P - 5:10P
6312,TBA
6313,M W - 3:55P - 5:10P
6314,T R - 12:45P - 2:00P
6315,TBA
6316,TBA
6317,(01) U - 1:45P - 3:00P(11) M T W - 8:00A - 12:15P(21) F - 8:00A - 10:45A
6318,T - 11:00A - 1:00P
6319,T - 11:00A - 1:00P
6320,T - 11:00A - 1:00P
6321,T - 11:00A - 1:00P
6322,M W - 9:35A - 10:50A
6323,M W - 11:10A - 12:25P
6324,T R - 12:45P - 2:00P
6325,T R - 2:20P - 3:35P
6326,M W - 3:55P - 5:10P
6327,M W - 5:40P - 6:55P
6328,M W - 9:35A - 10:50A
6329,M W - 11:10A - 12:25P
6330,M W - 12:45P - 2:00P
6331,M W - 11:10A - 12:25P
6332,M W - 2:20P - 3:35P
6333,T R - 9:35A - 10:50A
6334,T R - 11:10A - 12:25P
6335,T R - 12:45P - 2:00P
6336,M W - 9:35A - 10:50A
6337,M W - 11:10A - 12:25P
6338,M W - 12:45P - 2:00P
6339,T R - 2:20P - 3:35P
6340,T R - 9:35A - 10:50A
6341,T R - 11:10A - 12:25P
6342,T R - 12:45P - 2:00P
6343,TBA
6344,TBA
6345,TBA
6346,T R - 11:10A - 12:25P
6347,T R - 12:45P - 2:00P
6348,T R - 2:20P - 3:35P
6349,M - 3:30P - 6:00P
6350,M W - 2:20P - 3:35P
6351,M W - 3:55P - 5:10P
6352,M W - 12:45P - 2:00P
6353,M W - 2:20P - 3:35P
6354,M W - 3:55P - 5:10P
6355,M W - 2:20P - 4:45P
6356,M W - 2:20P - 3:35P
6357,M W - 3:55P - 5:10P
6358,M W - 12:45P - 2:00P
6359,M W - 11:10A - 12:25P
6360,T R - 9:35A - 10:50A
6361,T R - 11:10A - 12:25P
6362,M W - 9:35A - 10:50A
6363,T R - 12:45P - 2:00P
6364,W - 5:30P - 8:30P
6365,T R - 3:55P - 5:35P
6366,W - 3:00P - 5:00P
6367,T R - 10:00A - 11:45A
6368,M W - 10:00A - 11:50A
6369,(01) R - 6:00P - 8:55P(11) F - 9:30A - 3:25P
