['12000_students/r_students.txt', '6:30', '23:59', '50']
--------CROWDED EDGES--------
722722002 665
152169589 366
721202195 362
721202194 308
721202200 267
167402604 245
418408259 231
167402568 198
152169642 194
680369130 191
152173980 191
151183979 189
152169600 186
43667477 183
448536286 182
152169542 178
137776166 175
726181112 175
237462367 165
152169607 165
151184859 161
151184877 161
726181175 160
152173974 150
151183957 142
680369139 138
151183987 134
314294738 131
151184842 131
151184825 129
152169656 129
151183990 128
152173958 128
43667438 127
17558874 126
167402586 126
167402569 123
205554782 121
680369133 119
43667493 118
151183954 116
143342005 113
418408233 112
151183975 112
151184865 112
720982704 109
721202199 106
153124522 103
152169612 97
152170429 97
--------TIME--------
start: 2021-04-24 20:55:01.398023
end: 2021-04-25 14:25:58.407084
timedelta: 17:30:57.009061
