['1200_students/w_students.txt', '6:30', '23:59', '50']
--------CROWDED EDGES--------
722722002 60
721202195 36
152169589 29
721202194 23
418408259 22
152169656 20
167402604 19
680369133 18
680369139 17
152173980 17
153117680 17
314294735 17
151184825 16
680369130 16
43667438 16
721202200 15
152173958 15
314294738 14
43667477 14
17558874 13
153124522 13
152169542 13
151183954 13
151183987 13
680369131 13
726181183 13
152173974 13
726181175 13
152169642 13
151184846 12
167402568 12
151183957 12
152169600 12
448536286 12
153121930 11
151183991 11
43667574 11
137776166 11
205554782 11
720982704 11
139944224 11
151184876 10
151184859 10
151184877 10
151183979 10
237462367 10
152169607 10
153117565 10
726181112 10
880857130 10
--------TIME--------
start: 2021-04-24 20:55:01.471386
end: 2021-04-25 00:31:30.021716
timedelta: 3:36:28.550330
