['1200_students/m_students.txt', '6:30', '23:59', '50']
--------CROWDED EDGES--------
722722002 59
721202195 42
152173980 35
152169589 30
418408259 23
721202194 21
726163741 20
167402604 19
152169642 19
43667477 18
152169600 18
152169656 18
448536286 18
721202199 18
151184825 15
680369139 15
43667438 15
152173958 15
167402568 14
721202200 14
137776166 14
314294738 13
167402586 13
152169542 13
151183954 13
151183975 13
680369130 13
151183987 13
726181183 13
726181175 13
726181112 13
680369133 12
237462367 12
152173974 12
17558874 11
153124522 11
167402569 11
151184846 11
151183991 11
680369131 11
43667574 11
139944224 11
153117565 11
205554782 11
720982704 11
153117680 11
314294735 11
151184876 10
153121930 10
418408233 10
--------TIME--------
start: 2021-04-24 20:55:01.433923
end: 2021-04-25 00:31:35.950554
timedelta: 3:36:34.516631
