['1200_students/f_students.txt', '6:30', '23:59', '50']
--------CROWDED EDGES--------
722722002 36
152169589 21
721202195 19
721202194 19
167402604 18
418408259 14
152173980 13
151183954 13
721202200 13
151183987 13
726181183 13
137776166 13
726181112 13
167402568 12
167402586 11
152169542 11
43667493 11
43667477 11
151184825 10
680369130 10
151183979 10
151183957 10
151184842 9
167402569 9
151183990 9
151183991 9
237462367 9
152169607 9
152169636 9
880857138 9
43667574 9
152169656 9
17558874 8
17540347 8
151184859 8
151184877 8
151183975 8
418408233 8
139944224 8
680369139 7
151184843 7
314294738 7
151183982 7
152169540 7
162046254 7
680369133 7
153117569 7
162046252 7
151184865 7
152173974 7
--------TIME--------
start: 2021-04-24 20:55:01.274361
end: 2021-04-24 22:47:13.085506
timedelta: 1:52:11.811145
